// J23 1304

'cause [ˈkɔːz]
disablement [dis'eib°lmənt]
disabuse [.disə'bju:z]
disaccord [.disə'kɔ:d]
disadvantage [.disəd'va:ntiʤ]
disadvantageous [.disædvən'teiʤəs]
disaffected [.disə'fektid]
disaffection [.disə'fekʃ°n]
disaffirm [.disə'fз:m]
disafforest [.disə'fɒrist]
disagree [.disə'gri:]
disagreeable [.disə'gri:əb°l]
disagreement [.disə'gri:mənt]
disallow [.disə'laʋ]
disallowance [.disə'laʋəns]
disannul [.disə'nʌl]
disappear [.disə'piə]
disappearance [.disə'piərəns]
disappoint [.disə'pɔint]
disappointed [.disə'pɔintid]
disappointing [.disə'pɔintiŋ]
disappointment [.disə'pɔintmənt]
disapprobation [.disæprəʋ'beiʃ°n]
disapproval [.disə'pru:v°l]
disapprove [.disə'pru:v]
disapprovingly [.disə'pru:viŋli]
disarm [dis'a:m]
disarmament [dis'a:məmənt]
disarrange [.disə'reinʤ]
disarrangement [.disə'reinʤmənt]
disarray ['disə'rei]
disarticulate [.disa:'tikjʋleit]
disaster [di'za:stə]
disastrous [di'za:strəs]
disavow ['disə'vaʋ]
disavowal [.disə'vaʋəl]
disbalance [dis'bæləns]
disband [dis'bænd]
disbar [dis'ba:]
disbelief [.disbi'li:f]
disbelieve [.disbi'li:v]
disbeliever [.disbi'li:və]
disbranch [dis'bra:nʧ]
disbud [dis'bʌd]
disburden [dis'bз:d°n]
disburse [dis'bз:s]
disbursement [dis'bз:smənt]
disc jockey ['disk.ʤɒki]
disc [disk]
discard ['diska:d]
discern [di'sз:n]
discernible [di'sз:nəb°l]
discerning [di'sз:niŋ]
discernment [di'sз:nmənt]
discharge ['disʧa:ʤ]
dischargee [.disʧa:'ʤi:]
discharger ['disʧa:ʤə]
disciple [di'saip°l]
disciplinal ['disiplinəl]
disciplinarian [.disəpli'neəriən]
disciplinary ['disəplinəri]
discipline ['disəplin]
disclaim [dis'kleim]
disclaimer [dis'kleimə]
disclose [dis'kləʋz]
disclosure [dis'kləʋʒə]
disco ['diskəʋ]
discobolus [di'skɒbələs]
discoid ['diskɔid]
discolo(u)r [dis'kʌlə]
discoloration [dis.kʌlə'reiʃ°n]
discolouration [dis.kʌlə'reiʃ°n]
discomfit [dis'kʌmfit]
discomfiture [dis'kʌmfiʧə]
discomfort [dis'kʌmfət]
discommode [.diskə'məʋd]
discommodity [.diskə'mɒditi]
discompose [.diskəm'pəʋz]
discomposedly [.diskəm'pəʋzidli]
discomposure [.diskəm'pəʋʒə]
disconcert [.diskən'sз:t]
disconcerting [.diskən'sз:tiŋ]
disconnect ['diskə'nekt]
disconnectedly [.diskə'nektidli]
disconnectedness [.diskə'nektidnəs]
disconnection [.diskə'nekʃ°n]
disconsolate [dis'kɒnsələt]
discontent [.diskən'tent]
discontented [.diskən'tentid]
discontentedly [.diskən'tentidli]
discontentment [.diskən'tentmənt]
discontinuance [.diskən'tinjʋəns]
discontinuation [.diskəntinjʋ'ei-ʃ°n]
discontinue ['diskən'tinju:]
discontinuity [.diskɒnti'nju:əti]
discontinuous [.diskən'tinjʋəs]
discord ['diskɔ:d]
discordance [dis'kɔ:d°ns]
discordant [.dis'kɔ:d°nt]
discotheque ['diskə.tek]
discount ['diskaʋnt]
discountenance [dis'kaʋntinəns]
discourage [dis'kʌriʤ]
discouraged [dis'kʌriʤd]
discouragement [dis'kʌriʤmənt]
discourse ['diskɔ:s]
discourteous [dis'kз:tiəs]
discourtesy [dis'kз:təsi]
discover [dis'kʌvə]
discoverer [dis'kʌvərə]
discovert [di'skʌvət]
discovery [dis'kʌvəri]
discredit [dis'kredit]
discreditable [dis'kreditəb°l]
discreet [dis'kri:t]
discrepancy [dis'krepənsi]
discrepant [dis'krepənt]
discrete [dis'kri:t]
discreteness [dis'kri:tnis]
discretion [di'skreʃ°n]
discretionary [di'skreʃ°n°ri]
discriminant [dis'kriminənt]
discriminate [dis'krimineit]
discriminating [di'skrimineitiŋ]
discrimination [di.skrimi'neiʃ°n]
discriminative [di'skriminətiv]
discriminator [dis'krimineitə]
discriminatory [dis'kriminət°ri]
discrown [dis'kraʋn]
discursive [dis'kз:siv]
discus ['diskəs]
discuss [dis'kʌs]
discussant [dis'kʌsənt]
discussion [dis'kʌʃ°n]
disdain [dis'dein]
disdainful [dis'deinf°l]
disease [di'zi:z]
diseased [di'zi:zd]
disembark ['disim'ba:k]
disembarkation [.disemba:'keiʃ°n]
disembarrass [.disim'bærəs]
disembody [.disim'bɒdi]
disembogue [.disim'bəʋg]
disembosom [.disim'bʋzəm]
disembowel [.disimbaʋəl]
disembroil [.disim'brɔil]
disenchant [.disin'ʧa:nt]
disenchanted [.disin'ʧa:ntid]
disenchantment [.disin'ʧa:ntmənt]
disencumber [.disin'kʌmbə]
disendow [.disin'daʋ]
disenfranchise [.disin'frænʧaiz]
disengage ['disin'geiʤ]
disengaged [.disin'geiʤd]
disengagement [.disin'geiʤmənt]
disentail [.disin'teil]
disentangle ['disin'tæng°l]
disentanglement [.disin'tæŋg°lmənt]
disentitle [.disin'tait°l]
disequilibrium [.disekwi'libriəm]
disestablish [.disi'stæbliʃ]
disfavour [dis'feivə]
disfiguration [dis.figə'reiʃ°n]
disfigure [dis'figə]
disfigurement [dis'figəmənt]
disforest [dis'fɒrist]
disfranchise ['dis'frænʧaiz]
disfranchisement [dis'frænʧizmənt]
disfrock [.dis'frɒk]
disgorge [dis'gɔ:ʤ]
disgrace [dis'greis]
disgraceful [dis'greisf°l]
disgruntled [dis'grʌnt°ld]
disguise [dis'gaiz]
disgust [dis'gʌst]
disgusted [dis'gʌstid]
disgustful [dis'gʌstf°l]
disgusting [dis'gʌstiŋ]
dish [diʃ]
dish-washer ['diʃwɒʃə]
dish-water ['diʃwɔ:tə]
disharmonious [.disha:'məʋniəs]
disharmonize [dis'ha:mənaiz]
disharmony [dis'ha:məni]
dishcloth ['diʃklɒθ]
dishearten [dis'ha:t°n]
disheartened [dis'ha:t°nd]
disheartenment [dis'ha:t°nmənt]
dishevelled [di'ʃev°ld]
dishonest [dis'ɒnist]
dishonesty [dis'ɒnəsti]
dishonour [dis'ɒnə]
dishonourable [dis'ɒnərəb°l]
disillusion [.disi'lu:ʒən]
disillusioned [.disi'lu:ʒ°nd]
disillusionize [.disi'lu:ʒnaiz]
disillusionment [.disi'lu:ʒ°nmənt]
disincentive [.disin'sentiv]
disinclination [.disinkli'neiʃ°n]
disincline [.disin'klain]
disincorporate [.disin'kɔ:pəreit]
disinfect [.disin'fekt]
disinfectant [.disin'fektənt]
disinfection [.disin'fekʃ°n]
disingenuity [.disinʤi'nju:iti]
disingenuous [.disin'ʤenjʋəs]
disinherit [.disin'herit]
disinheritance [.disin'heritəns]
disintegrate [dis'intigreit]
disintegration [dis.inti'greiʃ°n]
disintegrator [dis'intigreitə]
disinter [.disin'tз:]
disinterest [dis'intrəst]
disinterested [dis'intrəstid]
disintermediation [.disintə'mi:di'ei-ʃ°n]
disinterment [.disin'tз:mənt]
disinvestment [.disin'vestmənt]
disject [dis'ʤekt]
disjoin [dis'ʤɔin]
disjoint [dis'ʤɔint]
disjointed [dis'ʤɔintid]
disjointedness [dis'ʤɔintidnəs]
disjunction [dis'ʤʌŋkʃ°n]
disjunctive [dis'ʤʌŋktiv]
disk drive ['disk draiv]
disk [disk]
diskette [di'sket]
dislikable [dis'laikəb°l]
dislike [dis'laik]
dislocate ['disləkeit]
dislocation [.dislə'keiʃ°n]
dislodge [dis'lɒʤ]
dislodgement [dis'lɒʤmənt]
disloyal [dis'lɔiəl]
disloyalty [dis'lɔiəlti]
dismal ['dizm°l]
dismantle [dis'mænt°l]
dismantlement [dis'mæntlmənt]
dismast [.dis'ma:st]
dismay [dis'mei]
dismember [dis'membə]
dismemberment [dis'membəmənt]
dismiss [dis'mis]
dismissal [dis'mis°l]
dismission [dis'miʃ°n]
dismissive [dis'misiv]
dismount [dis'maʋnt]
dismountable ['dis'maʋntəb°l]
disobedience [.disə'bi:diəns]
disobedient [.disə'bi:diənt]
disobey [.disə'bei]
disoblige ['disə'blaiʤ]
disobligingly [.disə'blaiʤiŋli]
disorder [dis'ɔ:də]
disorderliness [dis'ɔ:dəlinəs]
disorderly [dis'ɔ:dəli]
disorganization [dis.ɔ:gənai'zeiʃ°n]
disorganize [dis'ɔ:gənaiz]
disorganized [dis'ɔ:gənaizd]
disorientate [dis'ɔ:riənteit]
disorientation [dis.ɔ:rien'teiʃ°n]
disoriented [dis'ɔ:rientid]
disown [dis'əʋn]
disparage [dis'pæriʤ]
disparagement [di'spæriʤmənt]
disparate ['dispərət]
disparity [dis'pærəti]
dispart [dis'pa:t]
dispassionate [dis'pæʃ°nit]
dispatch box [di'spæʧbɒks]
dispatch station [di.spæʧ'steiʃ°n]
dispatch [di'spæʧ]
dispatch-boat [di'spæʧbəʋt]
dispatcher [di'spæʧə]
dispel [dis'pel]
dispensable [di'spensəb°l]
dispensary [di'spensəri]
dispensation [.dispən'seiʃ°n]
dispense [di'spens]
dispenser [di'spensə]
dispeople [.dis'pi:p°l]
dispersal [di'spз:s°l]
disperse [di'spз:s]
dispersion [dis'pз:ʃ°n]
dispirit [di'spirit]
dispirited [di'spiritid]
displace [dis'pleis]
displacement [dis'pleismənt]
displacency [dis'pleisənsi]
display [di'splei]
displease [dis'pli:z]
displeasing [dis'pli:ziŋ]
displeasure [dis'pleʒə]
disport [di'spɔ:t]
disposal [di'spəʋz°l]
dispose [di'spəʋz]
disposer [dis'pəʋzə]
disposition [.dispə'ziʃ°n]
dispossess ['dispə'zes]
dispossession [.dispə'zeʃ°n]
dispraise [dis'preiz]
disproof [dis'pru:f]
disproportion ['disprə'pɔ:ʃ°n]
disproportionate [.disprə'pɔ:ʃ°nət]
disprove [dis'pru:v]
disputable [dis'pju:təb°l]
disputant [di'spju:t°nt]
disputation [.dispjʋ'teiʃ°n]
disputatious [.dispjʋ'teiʃəs]
dispute [di'spju:t]
disqualification [dis.kwɒlifi'kei-ʃ°n]
disqualify [dis'kwɒlifai]
disquiet [dis'kwaiət]
disquietude [dis'kwaiətju:d]
disquisition [.diskwi'ziʃ°n]
disrate [dis'reit]
disregard [.disri'ga:d]
disrelish [dis'reliʃ]
disrepair [.disri'peə]
disreputable [dis'repjʋtəb°l]
disrepute ['disri'pju:t]
disrespect ['disris'pekt]
disrespectable [.disris'pektəb°l]
disrespectful [.disri'spektf°l]
disrespectfulness [.disris'pektfəlnəs]
disrobe [dis'rəʋb]
disrupt [dis'rʌpt]
disruption [dis'rʌpʃ°n]
disruptive [dis'rʌptiv]
dissatisfaction [.dissætis'fækʃ°n]
dissatisfactory [dis.sætis'fæktəri]
dissatisfied [.dis'sætisfaid]
dissatisfy [.dis'sætisfai]
dissect [di'sekt]
dissecting-room [di'sektiŋru:m]
dissection [di'sekʃ°n]
dissector [di'sektə]
disseize [dis'si:z]
dissemble [di'semb°l]
dissembler [di'semb°lə]
disseminate [di'semineit]
dissemination [di.semi'neiʃ°n]
dissension [di'senʃ°n]
dissent [di'sent]
dissenter [di'sentə]
dissentient [di'senʃiənt]
dissert, dissertate [di'sз:t, 'disəteit]
dissertation [.disə'teiʃ°n]
disservice [di'sз:vis]
dissever [di'sevə]
disseverance [di'sevrəns]
dissidence ['disidəns]
dissident ['disidənt]
dissimilar [di'similə]
dissimilarity [.disimi'lærəti]
dissimilation [.disimi'leiʃ°n]
dissimilitude [.disi'militju:d]
dissimulate [di'simjʋleit]
dissimulation [di.simjʋ'leiʃ°n]
dissimulator [di'simjʋleitə]
dissipate ['disipeit]
dissipated ['disipeitid]
dissipation [.disi'peiʃ°n]
dissociable [di'səʋʃəb°l]
dissocial [di'səʋʃ°l]
dissociate [di'səʋʃieit]
dissociation [di.səʋʃi'eiʃ°n]
dissociative [di'səʋsiətiv]
dissolubility [di.sɒljʋ'biləti]
dissoluble [di'sɒljʋb°l]
dissolute ['disəlu:t]
dissoluteness ['disəlu:tnəs]
dissolution [.disə'lu:ʃ°n]
dissolvable [di'zɒlvəb°l]
dissolve [di'zɒlv]
dissolvent [di'zɒlvənt]
dissonance ['disənəns]
dissonant ['disənənt]
dissuade [di'sweid]
dissuasion [di'sweiʒn]
dissymmetric [.disi'metrik]
dissymmetrical [.disi'metrik°l]
dissymmetry [di'simətri]
distaff ['dista:f]
distal [dist°l]
distance ['distəns]
distant ['distənt]
distaste ['dis'teist]
distasteful [dis'teistf°l]
distemper [dis'tempə]
distend [dis'tend]
distensible [di'stensəb°l]
distension [di'stenʃ°n]
distich ['distik]
distil [di'stil]
distillate ['distilət]
distillation [.disti'leiʃ°n]
distillatory [di'stilətəri]
distiller [dis'tilə]
distillery [dis'tiləri]
distinct [di'stiŋkt]
distinction [di'stiŋkʃ°n]
distinctive [di'stiŋktiv]
distinctiveness [dis'tiŋktivnəs]
distinctly [di'stiŋktli]
distinctness [di'stiŋktnəs]
distingue [di'stæŋgei]
distinguish [di'stiŋgwiʃ]
distinguishable [di'stiŋgwiʃəb°l]
distinguished [dis'tiŋgwiʃt]
distort [di'stɔ:t]
distortion [dis'tɔ:ʃ°n]
distortionist [di'stɔ:ʃnist]
distract [di'strækt]
distraction [di'strækʃ°n]
distrain [di'strein]
distrainee [.distrei'ni:]
distrainment [di'streinmənt]
distraint [di'streint]
distrait [dis'trei]
distraught [dis'trɔ:t]
distress [di'stres]
distressful [di'stresf°l]
distressing [di'stresiŋ]
distribute [di'stribju:t]
distribution [.distri'bju:ʃ°n]
distributive [dis'tribjʋtiv]
distributor [di'stribjʋtə]
district ['distrikt]
distrust [dis'trʌst]
distrustful [dis'trʌstf°l]
disturb [dis'tз:b]
disturbance [di'stз:bəns]
disturber [di'stз:bə]
disturbing [di'stз:biŋ]
disunion ['dis'ju:niən]
disunite [.disjʋ'nait]
disunity [dis'ju:nəti]
disuse [dis'ju:s]
disused [dis'ju:zd]
disutility [.disju:'tiləti]
disyllabic [.daisi'læbik]
ditch [diʧ]
ditch-water ['diʧwɔ:tə]
ditcher ['diʧə]
ditching ['diʧiŋ]
ditheism ['daiθi.iz°m]
dithyramb ['diθiræm]
ditto ['ditəʋ]
ditty ['diti]
diuretic [.daijʋ'retik]
diurnal [dai'з:n°l]
diva ['di:və]
divagate ['daivəgeit]
divagation [.daivə'geiʃ°n]
divalent [dai'veilent]
divan [di'væn]
divaricate [dai'værikeit]
divarication [dai.væri'keiʃ°n]
dive [daiv]
dive-bomber ['daivbɒmə]
diver ['daivə]
diverge [dai'vз:ʤ]
divergence, divergency [dai'vз:-ʤəns, -si]
divergent [dai'vз:ʤənt]
diverse [dai'vз:s]
diversification [dai.vз:sifi'keiʃ°n]
diversiform [dai'vз:sifɔ:m]
diversify [dai'vз:sifai]
diversion [dai'vз:ʃ°n]
diversionary [dai'vз:ʃ°nəri]
diversity [dai'vз:səti]
divert [dai'vз:t]
diverting [dai'vз:tiŋ]
divest [dai'vest]
divestment [dai'vestmənt]
divide [di'vaid]
divided [di'vaidid]
dividend warrant ['dividend.wɒrənt]
dividend ['dividend]
divider [di'vaidə]
dividers [di'vaidəz]
dividual [di'vidjʋəl]
divination [.divi'neiʃ°n]
divine [di'vain]
diving bell ['daiviŋbel]
diving board ['daiviŋbɔ:d]
diving dress ['daiviŋdres]
diving ['daiviŋ]
diving-rudder ['daiviŋ.rʌdə]
divinity [di'vinəti]
divinize ['divinaiz]
divisibility [di.vizə'biləti]
divisible [di'vizəb°l]
division [di'viʒ°n]
divisional [di'viʒ°nəl]
divisive [di'vaisiv]
divisiveness [di'vaisivnəs]
divisor [di'vaizə]
divorce [di.vɔ:si]
divorcee [di.vɔ:'si:]
divorcement [di'vɔ:smənt]
divulgation [.daivʌl'geiʃ°n]
divulge [dai'vʌlʤ]
divulgence [dai'vʌlʤəns]
divulsion [dai'vʌlʃ°n]
Dixie ['diksi]
dixie, dixy ['diksi]
dixieland ['diksilænd]
dixit ['diksit]
dizzily ['dizili]
dizziness ['dizinəs]
dizzy ['dizi]
DJ [.di: 'ʤei]
do [du:]
do-all ['du:ɔ:l]
do-nothing ['du:.nʌθiŋ]
doable ['du:əb°l]
docile ['dəʋsail]
docility [dəʋ'siləti]
dock [dɒk]
dock-dues ['dɒkdju:z]
dockage ['dɒkiʤ]
docker ['dɒkə]
docket ['dɒkit]
dockyard ['dɒkja:d]
doctor ['dɒktə]
doctoral ['dɒktərəl]
doctorate ['dɒktərət]
doctrinaire [.dɒktri'neə]
doctrinal [dɒk'train°l]
doctrinarian [.dɒktri'neəriən]
doctrine ['dɒktrin]
doctrinist ['dɒktrinist]
document ['dɒkjʋmənt]
documentary [.dɒkjʋ'mentəri]
documentation [.dɒkjʋmen'teiʃ°n]
dodder ['dɒdə]
doddered ['dɒdəd]
doddery ['dɒdəri]
dodecagon [.dəʋ'dekəgən]
dodecahedron [.dəʋdekə'hi:drən]
dodge [dɒʤ]
dodger ['dɒʤə]
dodgy ['dɒʤi]
dodo ['dəʋdəʋ]
doe [dəʋ]
doer ['du:ə]
does [dəz, dʌz]
doeskin ['dəʋskin]
doesn't ['dʌz°nt]
doff [dɒf]
dog collar ['dɒg.kɒlə]
dog days ['dɒgdeiz]
dog rose ['dɒgrəʋz]
dog violet ['dɒg.vaiələt]
dog [dɒg]
dog's letter ['dɒgz.letə]
Dog's Tail ['dɒgzteil]
dog's-grass ['dɒgzgra:s]
dog's-meat ['dɒgzmi:t]
dog's-tail ['dɒgzteil]
dog-bee ['dɒgbi:]
dog-cheap ['dɒgʧi:p]
dog-fox ['dɒgfɒks]
dog-lead ['dɒgli:d]
dog-licence ['dɒglais°ns]
dog-salmon ['dɒg.sæmən]
dog-sleep ['dɒgsli:p]
dog-star ['dɒgsta:]
dog-tired [.dɒg'taiəd]
dog-tooth ['dɒgtu:θ]
dog-tree ['dɒgtri:]
Dogberry ['dɒgberi]
doge [dəʋʤ]
dogface ['dɒgfeis]
dogfish ['dɒg.fiʃ]
dogged ['dɒgid]
doggedness ['dɒgidnəs]
dogger ['dɒgə]
doggerel ['dɒg°rəl]
dogginess ['dɒginəs]
doggish ['dɒgiʃ]
doggo ['dɒgəʋ]
doggy ['dɒgi]
doghole ['dɒghəʋl]
doghouse ['dɒghaʋs]
doglike ['dɒglaik]
dogma ['dɒgmə]
dogmatic [dɒg'mætik]
dogmatically [dɒg'mætikli]
dogmatics [dɒg'mætiks]
dogmatism ['dɒgmətiz°m]
dogmatize ['dɒgmətaiz]
dogskin ['dɒgskin]
dogwood ['dɒgwʋd]
doily ['dɔili]
doing ['du:iŋ]
doit [dɔit]
doldrums ['dɒldrəmz]
dole [dəʋl]
doleful ['dəʋlf°l]
dolichocephalic [.dɒlikəʋsi'fælik]
doll [dɒl]
dollar ['dɒlə]
dollish ['dɒliʃ]
dollop ['dɒləp]
dolly ['dɒli]
dolomite ['dɒləmait]
dolphin ['dɒlfin]
dolt [dəʋlt]
doltish ['dəʋltiʃ]
doltishness ['dəʋltiʃnəs]
domain [dəʋ'mein]
dome [dəʋm]
domed [dəʋmd]
domelike ['dəʋmlaik]
Domesday Book ['du:mzdeibʋk]
domestic [də'mestik]
domesticable [də'mestikəb°l]
domesticate [də'mestikeit]
domestication [də.mesti'keiʃ°n]
domesticity [.dəʋme'stisəti]
domett [dəʋ'met]
domic(al) ['dəʋmik°l]
domicile ['dɒmisail]
domiciliary [.dɒmi'siliəri]
dominance ['dɒminəns]
dominant ['dɒminənt]
dominate ['dɒmineit]
domination [.dɒmi'neiʃ°n]
dominative ['dɒminətiv]
dominator ['dɒmineitə]
domineer [.dɒmi'niə]
domineering [.dɒmi'niəriŋ]
dominical [də'minik°l]
Dominican [də'minikən]
dominion [də'minjən]
domino ['dɒminəʋ]
don [dɒn]
don't [dəʋnt]
donary ['dəʋnəri]
donate [dəʋ'neit]
donation [dəʋ'neiʃ°n]
donative ['dəʋnətiv]
donator [dəʋ'neitə]
donatory ['dəʋnətəri]
done [dʌn]
donee [dəʋ'ni:]
dong [dɒŋ]
donkey ['dɒŋki]
donkey-engine ['dɒŋki.enʤin]
donnish ['dɒniʃ]
donor ['dəʋnə]
donut ['dəʋnʌt]
doodad ['du:dæd]
doodlebug ['du:dlbʌg]
doom [du:m]
doomed [du:md]
doomsday ['du:mzdei]
door ['dɔ:]
doorbell ['dɔ:bel]
doorcase ['dɔ:keis]
doorframe ['dɔ:freim]
doorkeeper ['dɔ:.ki:pə]
doorknob ['dɔ:.nɒb]
doormat ['dɔ:.mæt]
doorplate ['dɔ:.pleit]
doorpost ['dɔ:.pəʋst]
doorstep ['dɔ:.step]
doorstone ['dɔ:.stəʋn]
doorway ['dɔ:.wei]
dop(e)y ['dəʋpi]
dope [dəʋp]
dor [dɔ:]
dorado [də'ra:dəʋ]
dorbeetle ['dɔ:bi:t°l]
Dorcas ['dɔ:kəs]
Dorian ['dɔ:riən]
Doric ['dɒrik]
Dorking ['dɔ:kiŋ]
dormancy ['dɔ:mənsi]
dormant ['dɔ:mənt]
dormice ['dɔ:mais]
dormitory ['dɔ:mitri]
dormouse ['dɔ:maʋs]
dorsal [dɔ:s°l]
dorse [dɔ:s]
dory ['dɔ:ri]
dosage ['dəʋsiʤ]
dose [dəʋs]
dosimeter [dəʋ'simitə]
doss [dɒs]
dossal ['dɒsəl]
dosshouse ['dɒshaʋs]
dossier ['dɒsiei]
dost [dʌst]
dot [dɒt]
dotage ['dəʋtiʤ]
dotard ['dəʋtəd]
dote [dəʋt]
doting ['dəʋtiŋ]
dotish ['dəʋtiʃ]
dottle [dɒt°l]
dotty ['dɒti]
double check [.dʌb°l'ʧek]
double eagle ['dʌb°li:gl]
double entendre [.du:b°lɒn'tɒndrə]
double entry [.dʌb°l'entri]
double meaning ['dʌb°l.mi:niŋ]
double [dʌb°l]
double-barrelled [.dʌb°l'bærəld]
double-bass [.dʌb°l'beis]
double-breasted [.dʌb°l'brestid]
double-cross [.dʌb°l'krɒs]
double-dealer [.dʌb°l'di:lə]
double-dealing [.dʌb°l'di:liŋ]
double-decker [.dʌb°l'dekə]
double-dyed [.dʌb°l'daid]
double-edged [.dʌb°l'eʤd]
double-faced ['dʌb°lfeist]
double-hearted [.dʌb°l'ha:tid]
double-natured [.dʌb°l'neiʧəd]
double-quick [.dʌb°l'kwik]
double-reef [.dʌb°l'ri:f]
double-tongued [.dʌb°l'tʌŋd]
doubleness ['dʌb°lnis]
doubler ['dʌblə]
doublet ['dʌblət]
doubling ['dʌbliŋ]
doubly ['dʌbli]
doubt [daʋt]
doubtable ['daʋtəb°l]
doubter ['daʋtə]
doubtful ['daʋtf°l]
doubtfulness ['daʋtfəlnis]
doubtless ['daʋtləs]
douceur [du:'sз:]
douche [du:ʃ]
dough [dəʋ]
doughface ['dəʋfeis]
doughnut ['dəʋnʌt]
doughty ['daʋti]
doughy ['dəʋi]
dour [dʋə]
douse [daʋs]
dove [dʌv]
dove-colour ['dʌv.kʌlə]
dove-cot(e) ['dʌvkəʋt]
dove-eyed [.dʌv'aid]
dove-like ['dʌvlaik]
dovetail ['dʌvteil]
dovish ['dʌviʃ]
dowager ['daʋəʤə]
dowdiness ['daʋdinəs]
dowdy ['daʋdi]
dowdyish ['daʋdiiʃ]
dowel ['daʋəl]
dower ['daʋə]
down [daʋn]
down-to-earth [.daʋntu'з:θ]
downbeat ['daʋnbi:t]
downcast ['daʋnka:st]
downdraught ['daʋndra:ft]
downer ['daʋnə]
downfall ['daʋnfɔ:l]
downfallen ['daʋn.fɔ:lən]
downhearted [.daʋn'ha:tid]
downhill [.daʋn'hil]
downiness ['daʋninəs]
Downing Street ['daʋniŋstri:t]
downlead ['daʋnli:d]
download [.daʋn'ləʋd]
downmost ['daʋnməʋst]
downpour ['daʋnpɔ:]
downright ['daʋnrait]
downrightness ['daʋn.raitnəs]
downscale ['daʋnskeil]
downshift ['daʋnʃift]
downside ['daʋnsaid]
downstairs [.daʋn'steəz]
downstream ['daʋn'stri:m]
downstroke ['daʋnstrəʋk]
downthrow ['daʋnθrəʋ]
downtime ['daʋntaim]
downtown ['daʋn'taʋn]
downtrend ['daʋn.trend]
downtrodden ['daʋn.trɒd°n]
downturn ['daʋntз:n]
downward ['daʋnwəd]
downwind [.daʋn'wind]
downy ['daʋni]
dowry ['daʋri]
dowse [daʋz]
dowser ['daʋzə]
dowsing rod ['daʋziŋrɒd]
doxy ['dɒksi]
doyen ['dɔiən]
doze [dəʋz]
dozen [dʌz°n]
dozy ['dəʋzi]
drab [dræb]
drabbet ['dræbit]
drabble [dræb°l]
drachm [dræm]
drachma ['drækmə]
Draco ['dreikəʋ]
draff [dræf]
draft [dra:ft]
draftee [dra:f'ti:]
drafting ['dra:ftiŋ]
draftsman ['dra:fʧmən]
draftsmanship ['dra:fʧmənʃip]
drag [dræg]
drag-net ['drægnet]
draggle [dræg°l]
dragon ['drægən]
dragon's-blood ['drægənzblʌd]
dragon-tree ['drægəntri:]
dragonfly ['drægənflai]
dragoon [drə'gu:n]
drain [drein]
drainage ['dreiniʤ]
drainage-basin ['dreiniʤ.beis°n]
drainage-tube ['dreiniʤtju:b]
drained [dreind]
draining board ['dreiniŋbɔ:d]
drainpipe ['drein.paip]
drake [dreik]
drama ['dra:mə]
dramatic [drə'mætik]
dramatis personae [.dræmətispз:'səʋ-nai]
dramatist ['dræmətist]
dramatization [.dræmətai'zeiʃ°n]
dramatize ['dræmətaiz]
dramaturge ['dræmətз:ʤ]
dramaturgic [.dræmə'tз:ʤik]
dramaturgist ['dræmətз:ʤist]
dramaturgy ['dræmətз:ʤi]
drape [dreip]
draper ['dreipə]
drapery ['dreipəri]
drastic ['dræstik]
drat [dræt]
dratted ['drætid]
draught [dra:ft]
draughtboard ['dra:ftbɔ:d]
draughtsman ['dra:fʧmən]
draughtsmanship ['dra:fʧmənʃip]
draughty ['dra:fti]
draw [drɔ:]
draw-well ['drɔ:wel]
drawback ['drɔ:.bæk]
drawbar ['drɔ:ba:]
drawbridge ['drɔ:.briʤ]
drawdown ['drɔ:.daʋn]
drawer [drɔ:ə]
drawing board ['drɔ:iŋbɔ:d]
drawing knife ['drɔ:iŋnaif]
drawing pin ['drɔ:iŋpin]
